StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,musicaccess,sad.song,sad.song.artist,ProlificID,deq_1_1,deq_1_2,deq_1_3,deq_1_4,mip.timinmg_First Click,mip.timinmg_Last Click,mip.timinmg_Page Submit,mip.timinmg_Click Count,deq_2_1,deq_2_2,deq_2_3,deq_2_4,song.timing_First Click,song.timing_Last Click,song.timing_Page Submit,song.timing_Click Count,deq_3_1,deq_3_2,deq_3_3,deq_3_4,reg.use_1,mecscale_1,mecscale_2,mecscale_3,mecscale_4,mecscale_5,mecscale_6,mecscale_7,mecscale_8,rrq_1,rrq_2,rrq_3,rrq_4,rrq_5,rrq_6,rrq_7,rrq_8,rrq_9,rrq_10,rrq_11,rrq_12,musebaq_1,musebaq_2,musebaq_3,musebaq_4,musebaq_5,musebaq_6,musebaq_7,musebaq_8,musebaq_9,age,gender,hours.listen,Q77
2018-12-04 17:28:20,2018-12-04 17:41:54,0,*******,100,813,1,2018-12-04 17:41:54,R_W7ip0lWPXlQq6WJ,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Fields of gold,Sting,5b6f59ae8d336b0001fe6cc5,1,1,1,1,0,0,141.445,0,1,3,5,1,10.913,49.552,180.067,2,3,3,5,3,100,1,2,1,1,1,1,2,2,4,4,4,5,4,2,4,5,1,2,4,4,4,4,4,5,5,3,4,4,3,7,1,4,3
2018-12-04 17:37:32,2018-12-04 17:46:11,0,*******,100,519,1,2018-12-04 17:46:12,R_9sNtNQtcjxfraz7,*******,*******,*******,*******,*******,*******,anonymous,EN,1,With or without you,U2,5b1e12a0c9d3cb0001105e57,1,1,1,1,0,0,134.172,0,1,3,4,4,0,0,180.111,0,1,1,2,2,60,2,1,1,1,1,1,2,2,3,4,3,3,3,4,4,4,3,3,2,4,3,3,4,4,4,3,2,4,2,8,0,3,5
2018-12-04 17:33:59,2018-12-04 17:46:55,0,*******,100,775,1,2018-12-04 17:46:56,R_Apmf5AkpxQV6pm9,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Hood,Perfume Genius,5b59e2dff5bc59000117440c,3,1,2,2,0,0,141.114,0,3,3,4,3,0,0,181.518,0,3,4,4,4,96,2,1,1,1,1,1,2,2,5,5,5,5,5,2,5,5,2,2,5,5,5,5,5,5,5,5,5,5,4,3,1,4,6
2018-12-04 17:36:26,2018-12-04 17:48:54,0,*******,100,748,1,2018-12-04 17:48:55,R_1dN3sxTUNebb2oQ,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Wake Me Up,Avicii,5ba91985c4da2d00015d4a11,1,1,2,3,0,0,139.587,0,2,5,5,2,2.962,4.13,181.435,2,2,5,5,3,20,2,1,2,1,2,2,2,1,5,4,5,4,4,2,4,4,1,1,4,4,1,2,4,4,2,5,4,5,5,6,0,4,1
2018-12-04 17:29:13,2018-12-04 17:50:40,0,*******,100,1287,1,2018-12-04 17:50:41,R_1jpOftiT8qGcEst,*******,*******,*******,*******,*******,*******,anonymous,EN,1,stop crying your heart out,oasis,meganmcmahon96@hotmail.co.uk,1,1,1,1,0,0,168.019,0,2,2,2,2,0,0,180.146,0,3,2,2,1,0,2,1,2,2,2,1,2,2,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,1,2,1
2018-12-04 17:46:56,2018-12-04 17:56:19,0,*******,100,562,1,2018-12-04 17:56:19,R_pax4EhZlib9TJxT,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Please don't go,Joel Adams,5aad0a3e2788c10001d0e7e4,2,1,1,1,3.407,3.433,154.313,2,2,4,4,4,0,0,180.136,0,3,3,3,3,39,2,1,1,2,1,1,2,2,3,4,4,5,4,4,5,4,2,3,4,5,3,3,4,3,3,3,4,3,2,3,0,2,1
2018-12-04 17:43:41,2018-12-04 17:57:01,0,*******,100,800,1,2018-12-04 17:57:02,R_2xS619KMYqFmDHl,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Be alright,Dean Lewis,5bc18e2bf906f80001430f92,3,2,5,4,16.265,16.265,141.251,1,4,5,5,4,0,0,180.035,0,5,6,6,5,71,2,1,1,1,2,1,2,2,5,5,5,4,4,1,4,4,2,1,4,4,2,2,3,4,2,1,2,3,2,1,1,2,2
2018-12-04 17:51:38,2018-12-04 17:59:43,0,*******,100,485,1,2018-12-04 17:59:44,R_W8LfWCFwIPyQGrf,*******,*******,*******,*******,*******,*******,anonymous,EN,1,"Thursday ",Jess glynne,5c000cda6e6cd80001bef472,1,1,1,1,31.038,130.316,131.173,9,1,1,4,1,1.26,1.26,180.044,1,1,1,4,1,71,2,-99,2,1,1,1,1,1,1,3,3,4,3,4,5,3,5,4,4,3,3,3,3,4,4,4,5,5,5,8,1,2,1
2018-12-04 17:43:37,2018-12-04 18:01:43,0,*******,100,1085,1,2018-12-04 18:01:43,R_cGDNsy35hHpRUxX,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Dango Daikazoku,Chata,5b3f5b5e98a45e0001edf393,1,4,5,1,16.787,113.367,149.639,4,1,4,4,1,0,0,180.109,0,1,5,6,1,17,1,1,1,2,1,1,2,2,3,3,1,1,2,5,1,2,5,5,1,1,1,1,1,1,1,1,1,1,1,7,0,4,3
2018-12-04 17:51:17,2018-12-04 18:02:50,0,*******,100,693,1,2018-12-04 18:02:51,R_21cQuVMWFN54u9U,*******,*******,*******,*******,*******,*******,anonymous,EN,1,My girl,The temptations,5ac1fe0f68b65b00018d3529,2,3,2,2,0,0,140.569,0,2,4,3,2,0,0,181.866,0,2,4,4,2,90,1,1,1,2,1,1,2,2,4,4,4,4,4,1,4,4,2,2,2,4,4,4,4,4,4,4,4,4,4,7,1,5,1
2018-12-04 17:51:58,2018-12-04 18:06:35,0,*******,100,877,1,2018-12-04 18:06:35,R_7VAxZvkWm4AHVeN,*******,*******,*******,*******,*******,*******,anonymous,EN,1,The Other,Lauv,5c029fdcb0175a00012912b8,5,1,5,5,146.801,146.801,147.991,1,5,3,3,5,0,0,180.015,0,6,3,5,6,91,2,1,1,1,1,1,2,2,4,5,4,5,4,2,4,4,4,3,4,4,5,5,5,5,5,5,3,5,5,2,0,8,1
2018-12-04 17:58:07,2018-12-04 18:07:05,0,*******,100,538,1,2018-12-04 18:07:06,R_3MMcRniQ7IuzA7D,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Supermarket flowers,Ed Sheeran,5b701784798af00001d3c0e6,3,3,4,3,141.713,141.713,142.449,1,3,6,6,5,3.44,175.166,180.026,6,4,5,6,5,65,1,1,1,1,1,1,2,1,4,3,4,4,5,3,4,4,5,3,4,4,4,5,5,5,4,4,3,4,5,5,1,3,1
2018-12-04 18:01:12,2018-12-04 18:12:35,0,*******,100,683,1,2018-12-04 18:12:36,R_1Nww7HYkLaq3HCl,*******,*******,*******,*******,*******,*******,anonymous,EN,1,You,"The Pretty Reckless ",5bbc817cba8d7d000194c323,1,1,1,1,144.403,144.403,145.092,1,1,2,2,2,0,0,180.014,0,3,3,3,3,83,1,1,1,2,1,1,2,2,5,5,5,5,5,1,5,5,1,1,5,5,4,4,4,5,5,4,4,3,4,5,1,3,6
2018-12-04 18:05:06,2018-12-04 18:16:47,0,*******,100,700,1,2018-12-04 18:16:48,R_RwBkUZeESAyNqi5,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Sarah Beth,Rascal Flatts,5bffe46b113a0c0001d98295,4,1,2,3,4.676,4.676,153.162,1,1,5,5,1,0,0,180.087,0,1,3,3,2,71,2,1,2,1,1,1,1,2,3,4,4,3,3,3,4,4,3,2,3,4,4,4,4,5,5,5,4,4,3,7,1,3,5
2018-12-04 17:59:57,2018-12-04 18:17:27,0,*******,100,1050,1,2018-12-04 18:17:28,R_3frS4yh1bqYeUvW,*******,*******,*******,*******,*******,*******,anonymous,EN,1,SAD!,XXXTentacion,5baeaaefad2a8d0001401bf2,1,3,4,1,141.134,141.134,145.853,1,3,4,6,1,0,0,181.785,0,5,7,7,6,6,1,1,1,1,1,1,2,2,2,5,4,4,4,2,4,5,2,1,4,5,1,1,1,1,3,2,1,2,2,1,0,4,3
2018-12-05 13:16:24,2018-12-05 13:25:31,0,*******,100,547,1,2018-12-05 13:25:32,R_3halWfgeB7IuXFJ,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Mad World,Gary Jules,5b26f45e0ec82d0001d21de6,1,1,1,1,0,0,146.251,0,1,1,2,1,0,0,180.175,0,2,1,3,3,56,2,1,2,1,1,1,2,2,4,4,4,4,4,2,4,4,2,3,4,4,2,3,4,4,4,4,4,4,4,5,0,4,3
2018-12-05 13:17:10,2018-12-05 13:25:33,0,*******,100,503,1,2018-12-05 13:25:34,R_3oGdLJCt6m2Da93,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Mad World,"Gary Jules ",5abc11e6e1099600016a3097,2,1,2,1,0,0,137.665,0,3,2,3,2,0,0,180.069,0,3,2,4,2,70,2,2,2,2,1,1,2,2,4,4,4,3,3,4,4,4,3,4,4,4,4,4,4,3,3,4,4,4,4,6,0,4,1
2018-12-05 13:14:33,2018-12-05 13:25:38,0,*******,100,664,1,2018-12-05 13:25:38,R_9tXh8wrViCqTzrz,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Requiem,Dear Evan Hansen Cast Recording,5bc9131d777400000169d6ef,2,1,2,1,0,0,133.987,0,2,2,3,1,0,0,181.518,0,2,3,3,1,20,2,2,2,1,1,1,2,2,3,4,4,5,5,2,4,4,2,3,4,2,2,2,2,3,4,2,3,4,1,8,0,3,1
2018-12-05 13:16:32,2018-12-05 13:26:57,0,*******,100,625,1,2018-12-05 13:26:58,R_3Ph5bTfYedGxHvK,*******,*******,*******,*******,*******,*******,anonymous,EN,1,"In the arms of an angel ","Phil couture ",596920abd6c85500014836de,1,1,1,1,0,0,142.165,0,1,4,6,1,0,0,181.474,0,1,1,5,4,63,2,2,2,2,2,1,2,2,3,4,4,5,2,3,4,3,4,3,4,4,5,4,5,5,4,4,3,4,4,6,1,4,3
2018-12-05 13:19:35,2018-12-05 13:29:26,0,*******,100,590,1,2018-12-05 13:29:26,R_2E75wF7XHhWP7hv,*******,*******,*******,*******,*******,*******,anonymous,EN,1,"Hope there's someone ",Antony and the johnsons,58b99fcaf814e400015249bc,2,1,1,1,0,0,135.702,0,2,1,3,2,0,0,181.221,0,3,1,4,1,23,2,2,1,1,1,1,2,2,3,4,4,4,3,2,4,4,2,2,3,4,4,5,5,5,5,5,3,4,2,6,0,6,1
2018-12-05 13:14:49,2018-12-05 13:29:49,0,*******,100,899,1,2018-12-05 13:29:50,R_1BQxHqj5lTj8hHb,*******,*******,*******,*******,*******,*******,anonymous,EN,1,trapped in my mind,kid cudi,5bfd7ddf7f7968000187f670,4,6,5,5,153.378,153.378,154.556,1,4,6,6,6,0,0,180.129,0,3,5,5,4,72,2,1,1,2,1,1,2,1,4,5,5,5,5,2,4,4,2,3,4,4,3,5,5,5,5,5,5,5,5,6,1,3,4
2018-12-05 13:18:38,2018-12-05 13:31:02,0,*******,100,744,1,2018-12-05 13:31:02,R_ptpoH0J45LfSmml,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Washer,Slint,5bc6fc20bc506300018ee17b,4,1,2,3,0,0,138.538,0,3,1,3,3,0,0,180.807,0,4,1,4,3,70,2,2,2,1,1,1,2,2,4,5,4,4,5,3,4,4,4,4,3,4,4,4,5,5,5,4,3,4,2,6,0,5,5
2018-12-05 13:18:23,2018-12-05 13:31:53,0,*******,100,810,1,2018-12-05 13:31:54,R_OiHysPYYS5FBUSB,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Run,Snow Patrol,5b5a1351c83b4d0001b05258,2,1,1,3,0,0,143.901,0,3,2,4,2,0,0,181.633,0,3,3,4,3,30,2,1,1,1,1,1,2,2,4,5,4,4,4,2,4,5,2,1,5,4,3,4,4,4,4,3,4,4,2,8,1,3,4
2018-12-05 13:23:11,2018-12-05 13:33:14,0,*******,100,602,1,2018-12-05 13:33:14,R_1NssKgJrpQYDC5t,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Bored,Billie Eilish,5bfd945e10cc16000165fbda,1,6,3,2,148.236,151.892,164.206,4,1,6,2,2,159.719,159.719,180.026,1,3,6,4,3,100,2,1,1,1,1,1,2,2,5,5,5,5,5,1,4,5,1,2,5,5,5,5,5,5,5,5,5,5,2,1,1,3,4
2018-12-05 13:29:51,2018-12-05 13:41:51,0,*******,100,720,1,2018-12-05 13:41:51,R_2AXoUaKv50b0Bix,*******,*******,*******,*******,*******,*******,anonymous,EN,1,"Edit your hometown ",La Dispute,5be8e634e709da000156de51,5,4,5,5,51.039,60.689,141.054,3,5,4,5,5,154.089,154.089,181.907,1,5,4,5,4,82,1,1,1,1,1,1,2,1,5,4,4,3,4,2,4,5,1,4,4,4,4,4,4,5,5,4,4,4,1,4,0,3,3
2018-12-05 13:31:13,2018-12-05 13:45:28,0,*******,100,854,1,2018-12-05 13:45:29,R_1mK2ul87rA2uEPb,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Supermarket Flowers,Ed Sheeran,5b4bf28864ce80000195fe68,2,1,2,2,26.856,26.856,133.047,1,2,1,3,2,0,0,180.108,0,2,1,3,3,54,1,1,1,1,1,1,2,2,2,4,1,3,1,4,3,4,4,5,5,3,1,1,3,5,5,4,2,5,1,3,0,8,2
2018-12-05 13:43:38,2018-12-05 13:53:15,0,*******,100,577,1,2018-12-05 13:53:16,R_1oInXRMm1yHjBou,*******,*******,*******,*******,*******,*******,anonymous,EN,1,How to save a life,The Fray,5b1542c930d562000155fddc,3,1,3,5,140.245,140.245,140.617,1,2,2,2,5,0,0,181.192,0,2,3,4,4,66,1,1,1,1,1,1,2,2,4,4,4,3,2,3,4,4,3,4,4,5,2,3,4,2,4,3,3,4,2,7,0,2,1
2018-12-05 13:32:44,2018-12-05 13:56:47,0,*******,100,1443,1,2018-12-05 13:56:47,R_3NI2Zvpxul6QjkZ,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Apologize,One Republic,594bc2ffb37e5b0001ef7cd7,3,1,2,1,14.002,14.002,143.166,1,1,1,1,1,6.751,43.19,180.051,3,2,3,3,1,39,2,1,1,1,2,1,2,1,1,2,1,3,2,2,1,1,3,5,2,1,3,5,5,5,3,3,5,3,3,4,0,8,7
2018-12-05 13:47:57,2018-12-05 13:57:58,0,*******,100,600,1,2018-12-05 13:57:58,R_2TYGEfvgKK1dNkG,*******,*******,*******,*******,*******,*******,anonymous,EN,1,These are the days of our lives,Queen,5be742dd0e366e000175c8ba,2,1,1,2,0,0,143.271,0,2,1,2,1,146.478,148.006,180.024,2,2,1,3,1,63,2,1,2,2,2,1,2,2,3,4,4,3,5,2,5,5,2,3,3,4,3,3,4,3,5,5,3,4,3,1,0,2,3
2018-12-05 13:51:39,2018-12-05 14:06:45,0,*******,100,906,1,2018-12-05 14:06:46,R_3n8xi8AVelDf0F1,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Redemption Blues,Miracle of sound,5bbfdc2431e5760001b2dd4b,1,1,1,1,5.419,147.898,148.46,10,1,2,3,1,0,0,180.006,0,1,2,3,2,29,2,1,2,1,1,1,2,2,2,1,2,3,3,2,3,3,1,1,3,3,1,1,1,3,1,1,1,1,1,4,0,3,1
2018-12-05 13:57:58,2018-12-05 14:08:29,0,*******,100,631,1,2018-12-05 14:08:29,R_2uBYOHrztEwGHUM,*******,*******,*******,*******,*******,*******,anonymous,EN,1,"Goodbye ",2NE1,5a63ef1d35f26b0001492792,5,1,2,2,0,0,140.691,0,6,1,3,1,0,0,180.012,0,6,2,4,1,0,1,1,1,2,1,1,1,2,4,5,5,5,5,1,5,5,1,2,5,5,4,4,4,3,5,3,4,5,2,5,1,6,1
2018-12-05 14:06:37,2018-12-05 14:19:49,0,*******,100,791,1,2018-12-05 14:19:49,R_yQiuVq503lNGlSp,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Coat of many Colors,Dolly Parton,5bf204dd9d8db10001751b47,1,1,1,1,0,0,150.552,0,1,1,2,1,120.084,120.501,180.089,2,1,1,3,1,9,2,1,2,1,1,1,2,2,2,4,4,4,2,2,2,5,5,4,4,2,1,1,1,3,1,1,1,4,1,2,1,5,1
2018-12-05 14:05:09,2018-12-05 14:25:05,0,*******,100,1196,1,2018-12-05 14:25:06,R_3HODtDg87VHQpEg,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Danny boy,The pogues,5bf30d273b6cdc00010f2a9c,5,2,2,2,144.177,144.177,144.68,1,5,3,4,1,0.945,30.331,180.048,7,1,4,3,1,20,2,1,1,2,1,1,2,2,2,4,1,4,4,2,4,4,3,4,4,4,1,1,2,1,2,1,1,1,1,5,1,1,2
2018-12-05 14:34:16,2018-12-05 14:42:43,0,*******,100,507,1,2018-12-05 14:42:44,R_1DAr2hgYEDR9fJL,*******,*******,*******,*******,*******,*******,anonymous,EN,1,numb,"linkin park ",saisamb,7,3,7,7,0,0,139.58,0,7,5,7,7,0,0,181.16,0,7,7,7,7,82,2,1,1,1,1,1,2,2,3,4,5,5,5,1,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,2,0,8,3
2018-12-05 15:33:55,2018-12-05 15:42:36,0,*******,100,520,1,2018-12-05 15:42:36,R_6Eag2RBVmGtsodH,*******,*******,*******,*******,*******,*******,anonymous,EN,1,star shopping,lil peep,5acb33fd436f55000100151f,7,1,6,7,122.157,126.413,130.9,2,7,2,6,7,0,0,180.007,0,7,4,7,7,85,2,2,2,1,2,1,2,2,5,5,5,5,5,1,4,5,1,1,5,5,5,1,2,3,5,5,2,1,1,6,0,8,1
2018-12-05 15:30:30,2018-12-05 15:45:26,0,*******,100,895,1,2018-12-05 15:45:26,R_2S6OMewDWedRfNw,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes I’m Changing,Tame Impala,597b36cd09bdcf000153fca6,5,1,5,6,33.57,108.291,135.072,20,6,3,5,6,31.258,168.536,180.099,9,6,3,6,6,76,2,1,1,1,1,1,2,2,5,5,5,5,5,2,5,5,2,1,4,5,4,5,5,5,5,5,4,4,2,6,0,4,3
2018-12-05 15:35:16,2018-12-05 15:47:19,0,*******,100,723,1,2018-12-05 15:47:20,R_24e0VoIT6IiiPPO,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Lay it on me,Vance Joy,5b98f5957af36d0001ff0294,3,1,3,4,65.665,65.665,139.794,1,4,2,4,4,0,0,181.028,0,3,1,3,3,30,2,1,1,1,2,2,2,2,4,4,4,4,4,2,4,4,1,2,4,4,3,4,4,4,4,4,3,4,3,4,1,2,1
2018-12-05 15:48:18,2018-12-05 16:01:10,0,*******,100,771,1,2018-12-05 16:01:10,R_2Soc1sIf5nq8Dao,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Passing Afternoon,Iron And Wine,53978ce2fdf99b18359a2dce,2,1,2,2,3.072,140.12,141.061,17,2,1,3,2,123.325,170.016,180.073,4,3,2,4,3,85,2,2,2,1,1,1,2,2,4,4,4,5,4,2,5,4,1,2,4,4,5,3,4,3,5,5,5,4,2,7,1,2,4
2018-12-05 15:54:04,2018-12-05 16:04:26,0,*******,100,621,1,2018-12-05 16:04:26,R_3eqptwUySumYLS6,*******,*******,*******,*******,*******,*******,anonymous,EN,1,candle in the wind,elton john,5bfb235518430e0001867abd,1,1,1,1,20.246,20.246,220.843,1,3,5,5,5,0,0,180.007,0,4,5,6,2,29,1,2,1,1,1,1,2,1,4,4,4,5,5,2,4,4,1,1,4,4,5,5,5,5,5,5,4,5,5,8,0,4,3
2018-12-05 16:02:44,2018-12-05 16:10:46,0,*******,100,482,1,2018-12-05 16:10:47,R_3Gy8mVJNme3Soj1,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Hurt,Johnny cash,5aeaaf9b9bebfc0001cd66e6,1,1,1,1,0,0,192.94,0,5,6,5,7,0,0,180.008,0,6,7,6,6,99,2,1,1,1,1,1,2,1,5,5,5,5,5,1,5,5,1,1,5,5,4,5,4,5,5,5,4,5,5,6,0,3,1
2018-12-05 16:17:40,2018-12-05 16:27:54,0,*******,100,614,1,2018-12-05 16:27:55,R_3EGMvz2fdQUOXuh,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Bring him home,Les mis,5bd0c878be717d000118de34,2,1,2,2,0,0,141.464,0,2,4,4,2,47.384,174.41,180.127,10,2,3,3,2,39,1,1,1,2,1,1,2,2,4,4,4,4,4,2,4,4,1,1,4,4,4,4,4,4,4,3,3,4,4,8,1,2,3
2018-12-05 16:17:08,2018-12-05 16:30:01,0,*******,100,772,1,2018-12-05 16:30:01,R_1HQz45jqWRYoyVH,*******,*******,*******,*******,*******,*******,anonymous,EN,1,"The cinematic orchestra - to build a house ","The cinematic orchestra ",5bfcf9bedacca4000135b371,1,1,2,1,145.698,145.698,146.837,1,1,2,2,1,0,0,180.028,0,2,1,3,3,13,1,2,1,1,1,1,2,2,2,2,1,3,1,3,1,4,3,3,3,3,1,1,1,3,1,4,3,3,2,6,0,8,1
2018-12-05 16:20:39,2018-12-05 16:31:18,0,*******,100,638,1,2018-12-05 16:31:18,R_2VknAHP8loxrxFI,*******,*******,*******,*******,*******,*******,anonymous,EN,1,bon iver holocene,bon iver,5664b80b4ef50400127da023,3,2,3,3,196.564,196.564,197.715,1,2,2,2,2,0,0,181.093,0,2,2,3,2,62,2,1,1,1,1,1,2,2,4,4,4,4,4,3,4,4,2,2,3,3,4,4,4,4,4,3,4,4,4,6,1,3,1
2018-12-05 16:10:21,2018-12-05 16:32:42,0,*******,100,1341,1,2018-12-05 16:32:43,R_3Ph8660gH5MLA6E,*******,*******,*******,*******,*******,*******,anonymous,EN,1,"Rock abye baby ","Clean bandit ",59e6fed06100f9000194a668,2,1,4,3,2.38,672.728,673.397,6,3,1,3,2,151.818,151.818,180.216,1,6,1,6,6,75,2,1,1,1,1,1,2,2,5,5,5,5,5,1,5,5,1,1,4,5,5,4,5,5,5,5,5,5,3,8,1,3,3
2018-12-05 16:25:49,2018-12-05 16:38:53,0,*******,100,783,1,2018-12-05 16:38:54,R_5p9Gsb47GNMl1h7,*******,*******,*******,*******,*******,*******,anonymous,EN,1,The Axis,"Thee Oh Sees ",577f04836475d400015a8228,3,2,3,4,0,0,148.042,0,2,2,4,2,0,0,180.016,0,3,2,4,4,30,2,1,1,1,1,1,1,2,5,4,5,4,4,2,4,4,1,2,5,5,2,3,4,5,4,2,4,2,1,7,0,2,6
2018-12-05 16:39:40,2018-12-05 16:50:30,0,*******,100,649,1,2018-12-05 16:50:30,R_0Gpuw8CjBsiYDy9,*******,*******,*******,*******,*******,*******,anonymous,EN,1,See you again,Wiz khalifa,5b75daa7960d2300015fcb8b,3,3,4,5,0.185,151.942,152.982,8,4,4,5,4,0.254,10.189,181.823,5,3,3,5,4,63,1,1,2,2,1,1,2,2,4,4,4,4,3,2,4,3,2,4,4,4,4,4,3,3,3,3,4,4,4,1,0,2,1
2018-12-05 16:46:38,2018-12-05 17:09:48,0,*******,100,1390,1,2018-12-05 17:09:49,R_5sCd9679sHpCk2l,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Laughing at God,"regina Spector ",5b5a0ed1e56aea000118ad3a,1,1,1,1,14.869,14.869,160.19,1,1,2,2,1,0,0,184.069,0,4,5,4,2,69,1,2,1,2,1,1,2,2,4,4,4,4,4,2,4,4,2,2,4,5,2,1,1,1,4,4,4,2,1,7,1,3,4
2018-12-05 16:54:44,2018-12-05 17:13:50,0,*******,100,1146,1,2018-12-05 17:13:50,R_1EhsugXlTQkWqzJ,*******,*******,*******,*******,*******,*******,anonymous,EN,1,No one,Alicia keys,54fd9fe9fdf99b72edc358dc,2,1,2,1,0,0,141.933,0,2,2,3,1,13.268,13.712,180.078,2,2,2,2,1,82,2,1,1,1,1,1,2,2,4,4,4,4,5,2,4,4,2,4,4,4,4,4,4,4,4,4,5,4,4,7,1,2,1
2018-12-05 17:03:11,2018-12-05 17:15:54,0,*******,100,762,1,2018-12-05 17:15:54,R_3IZiUmBedvwvKJw,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Dying in LA,"Panic at the disco ",5b2387f1a8090c0001e61c78,4,1,2,1,0,0,149.186,0,2,2,3,1,71.581,165.409,180.086,2,1,2,3,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,1,1,2,3,4,4,3,3,3,3,4,3,4,4,3,4,4,4,4,4,8,0,3,4
2018-12-05 16:53:16,2018-12-05 17:16:12,0,*******,100,1376,1,2018-12-05 17:16:13,R_1obDAPT0Vf9zsg6,*******,*******,*******,*******,*******,*******,anonymous,EN,1,"The last night ",Skillet,5a7dc159000dab00018c5a06,1,1,1,1,144.192,144.192,146.38,1,2,4,5,3,6.794,95.232,180.145,5,3,3,4,3,81,1,1,1,1,1,1,1,1,4,4,4,5,4,2,4,4,1,2,4,5,5,5,5,5,5,5,5,5,5,8,1,3,4
2018-12-05 17:03:32,2018-12-05 17:17:11,0,*******,100,818,1,2018-12-05 17:17:11,R_1ptwFvmX2wJbUEu,*******,*******,*******,*******,*******,*******,anonymous,EN,1,A Star is Born song,Lady Gaga,5adf64065f327e0001fb8278,2,1,3,2,247.669,247.669,249.858,1,5,6,6,4,0,0,180.124,0,3,5,6,4,92,2,1,2,1,1,1,2,2,4,2,4,4,4,2,4,4,4,2,4,4,3,2,4,2,4,4,3,4,4,8,1,3,1
2018-12-05 17:04:51,2018-12-05 17:20:10,0,*******,100,918,1,2018-12-05 17:20:10,R_1mIXNasLELhyN9N,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Baby,The Rose,5b6d9809f920b50001b6edfd,1,1,1,1,147.069,147.069,147.542,1,2,3,5,1,0,0,180.149,0,3,3,4,2,71,2,1,2,1,1,1,2,2,2,1,5,5,5,1,5,5,1,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1
2018-12-05 17:12:20,2018-12-05 17:21:45,0,*******,100,564,1,2018-12-05 17:21:45,R_1eKVVi6hge9dkKS,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Sad,Xxxtentaction,5ba8a1ddc16a9c0001497a24,3,4,5,5,0,0,137.238,0,3,5,6,2,100.45,179.103,180.115,32,5,4,6,2,75,2,1,2,1,1,1,2,2,2,4,1,4,4,2,4,4,5,3,2,2,2,1,3,2,4,4,1,3,2,5,0,3,2
2018-12-05 17:23:52,2018-12-05 17:24:21,0,*******,100,28,1,2018-12-05 17:24:21,R_3FR5ZyGX1zWsV2X,*******,*******,*******,*******,*******,*******,anonymous,EN,2,Someone like you,Adele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-05 17:14:51,2018-12-05 17:28:09,0,*******,100,798,1,2018-12-05 17:28:10,R_Qfxv03ER8Sabf8J,*******,*******,*******,*******,*******,*******,anonymous,EN,1,chasing cars,snow patrol,5bfb196e975ee00001699dcf,1,2,4,2,0,0,140.438,0,4,5,6,4,57.256,57.256,182.088,1,6,5,6,6,61,2,1,1,1,2,1,2,2,5,5,5,5,5,1,5,4,1,1,4,5,3,4,4,3,4,5,1,5,2,8,1,3,1
2018-12-05 17:17:35,2018-12-05 17:28:10,0,*******,100,634,1,2018-12-05 17:28:10,R_3hnYpgwWiwRAht3,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Wicked Game,Chris Isaak,5b38fa72dd6af000014cf56a,2,1,3,4,0,0,189.805,0,4,6,6,5,0,0,180.027,0,2,1,2,3,31,2,1,2,1,2,1,2,2,4,4,4,4,4,2,4,4,2,2,4,4,2,2,2,4,2,2,2,4,2,4,1,3,1
