StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,musicaccess,sad.song,sad.song.artist,ProlificID,deq_1_1,deq_1_2,deq_1_3,deq_1_4,mip.timinmg_First Click,mip.timinmg_Last Click,mip.timinmg_Page Submit,mip.timinmg_Click Count,deq_2_1,deq_2_2,deq_2_3,deq_2_4,song.timing_First Click,song.timing_Last Click,song.timing_Page Submit,song.timing_Click Count,deq_3_1,deq_3_2,deq_3_3,deq_3_4,reg.use_1,mecscale_1,mecscale_2,mecscale_3,mecscale_4,mecscale_5,mecscale_6,mecscale_7,mecscale_8,rrq_1,rrq_2,rrq_3,rrq_4,rrq_5,rrq_6,rrq_7,rrq_8,rrq_9,rrq_10,rrq_11,rrq_12,musebaq_1,musebaq_2,musebaq_3,musebaq_4,musebaq_5,musebaq_6,musebaq_7,musebaq_8,musebaq_9,age,gender,hours.listen,Q77,musebaq,Baseline,PostInduction,PostListening,rumination,BSR,Entrainment,Conditioning,Contagion,Imagery,Memory,Expectancy,Appraisal
2018-12-04T17:59:57Z,2018-12-04T18:17:27Z,0,*******,100,1050,1,2018-12-04T18:17:28Z,R_3frS4yh1bqYeUvW,*******,*******,*******,*******,*******,*******,anonymous,EN,1,SAD!,XXXTentacion,5baeaaefad2a8d0001401bf2,1,3,4,1,141.134,141.134,145.853,1,3,4,6,1,0,0,181.785,0,5,7,7,6,6,1,1,1,1,1,1,2,2,2,5,4,4,4,2,4,5,2,1,4,5,1,1,1,1,3,2,1,2,2,18,0,4,3,14,9,14,25,3.5,0,0,0,0,0,0,1,1
2018-12-05T13:16:24Z,2018-12-05T13:25:31Z,0,*******,100,547,1,2018-12-05T13:25:32Z,R_3halWfgeB7IuXFJ,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Mad World,Gary Jules,5b26f45e0ec82d0001d21de6,1,1,1,1,0,0,146.251,0,1,1,2,1,0,0,180.175,0,2,1,3,3,56,2,1,2,1,1,1,2,2,4,4,4,4,4,2,4,4,2,3,4,4,2,3,4,4,4,4,4,4,4,22,0,4,3,33,4,5,9,3.5833333333333335,1,0,1,0,0,0,1,1
2018-12-05T13:14:33Z,2018-12-05T13:25:38Z,0,*******,100,664,1,2018-12-05T13:25:38Z,R_9tXh8wrViCqTzrz,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Requiem,Dear Evan Hansen Cast Recording,5bc9131d777400000169d6ef,2,1,2,1,0,0,133.987,0,2,2,3,1,0,0,181.518,0,2,3,3,1,20,2,2,2,1,1,1,2,2,3,4,4,5,5,2,4,4,2,3,4,2,2,2,2,3,4,2,3,4,1,25,0,3,1,23,6,8,9,3.5,1,1,1,0,0,0,1,1
2018-12-05T13:16:32Z,2018-12-05T13:26:57Z,0,*******,100,625,1,2018-12-05T13:26:58Z,R_3Ph5bTfYedGxHvK,*******,*******,*******,*******,*******,*******,anonymous,EN,1,In the arms of an angel,Phil couture,596920abd6c85500014836de,1,1,1,1,0,0,142.165,0,1,4,6,1,0,0,181.474,0,1,1,5,4,63,2,2,2,2,2,1,2,2,3,4,4,5,2,3,4,3,4,3,4,4,5,4,5,5,4,4,3,4,4,23,1,4,3,38,4,12,11,3.5833333333333335,1,1,1,1,1,0,1,1
2018-12-05T13:19:35Z,2018-12-05T13:29:26Z,0,*******,100,590,1,2018-12-05T13:29:26Z,R_2E75wF7XHhWP7hv,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Hope there's someone,Antony and the johnsons,58b99fcaf814e400015249bc,2,1,1,1,0,0,135.702,0,2,1,3,2,0,0,181.221,0,3,1,4,1,23,2,2,1,1,1,1,2,2,3,4,4,4,3,2,4,4,2,2,3,4,4,5,5,5,5,5,3,4,2,23,0,6,1,38,5,8,9,3.25,1,1,0,0,0,0,1,1
2018-12-05T13:14:49Z,2018-12-05T13:29:49Z,0,*******,100,899,1,2018-12-05T13:29:50Z,R_1BQxHqj5lTj8hHb,*******,*******,*******,*******,*******,*******,anonymous,EN,1,trapped in my mind,kid cudi,5bfd7ddf7f7968000187f670,4,6,5,5,153.378,153.378,154.556,1,4,6,6,6,0,0,180.129,0,3,5,5,4,72,2,1,1,2,1,1,2,1,4,5,5,5,5,2,4,4,2,3,4,4,3,5,5,5,5,5,5,5,5,23,1,3,4,43,20,22,17,3.9166666666666665,1,0,0,1,0,0,1,0
2018-12-05T13:18:38Z,2018-12-05T13:31:02Z,0,*******,100,744,1,2018-12-05T13:31:02Z,R_ptpoH0J45LfSmml,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Washer,Slint,5bc6fc20bc506300018ee17b,4,1,2,3,0,0,138.538,0,3,1,3,3,0,0,180.807,0,4,1,4,3,70,2,2,2,1,1,1,2,2,4,5,4,4,5,3,4,4,4,4,3,4,4,4,5,5,5,4,3,4,2,23,0,5,5,36,10,10,12,4,1,1,1,0,0,0,1,1
2018-12-05T13:18:23Z,2018-12-05T13:31:53Z,0,*******,100,810,1,2018-12-05T13:31:54Z,R_OiHysPYYS5FBUSB,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Run,Snow Patrol,5b5a1351c83b4d0001b05258,2,1,1,3,0,0,143.901,0,3,2,4,2,0,0,181.633,0,3,3,4,3,30,2,1,1,1,1,1,2,2,4,5,4,4,4,2,4,5,2,1,5,4,3,4,4,4,4,3,4,4,2,25,1,3,4,32,7,11,13,3.6666666666666665,1,0,0,0,0,0,1,1
2018-12-05T13:23:11Z,2018-12-05T13:33:14Z,0,*******,100,602,1,2018-12-05T13:33:14Z,R_1NssKgJrpQYDC5t,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Bored,Billie Eilish,5bfd945e10cc16000165fbda,1,6,3,2,148.236,151.892,164.206,4,1,6,2,2,159.719,159.719,180.026,1,3,6,4,3,100,2,1,1,1,1,1,2,2,5,5,5,5,5,1,4,5,1,2,5,5,5,5,5,5,5,5,5,5,2,18,1,3,4,42,12,11,16,4,1,0,0,0,0,0,1,1
2018-12-05T13:29:51Z,2018-12-05T13:41:51Z,0,*******,100,720,1,2018-12-05T13:41:51Z,R_2AXoUaKv50b0Bix,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Edit your hometown,La Dispute,5be8e634e709da000156de51,5,4,5,5,51.039,60.689,141.054,3,5,4,5,5,154.089,154.089,181.907,1,5,4,5,4,82,1,1,1,1,1,1,2,1,5,4,4,3,4,2,4,5,1,4,4,4,4,4,4,5,5,4,4,4,1,21,0,3,3,35,19,19,18,3.6666666666666665,0,0,0,0,0,0,1,0
2018-12-05T13:31:13Z,2018-12-05T13:45:28Z,0,*******,100,854,1,2018-12-05T13:45:29Z,R_1mK2ul87rA2uEPb,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Supermarket Flowers,Ed Sheeran,5b4bf28864ce80000195fe68,2,1,2,2,26.856,26.856,133.047,1,2,1,3,2,0,0,180.108,0,2,1,3,3,54,1,1,1,1,1,1,2,2,2,4,1,3,1,4,3,4,4,5,5,3,1,1,3,5,5,4,2,5,1,20,0,8,2,27,7,8,9,3.25,0,0,0,0,0,0,1,1
2018-12-05T13:43:38Z,2018-12-05T13:53:15Z,0,*******,100,577,1,2018-12-05T13:53:16Z,R_1oInXRMm1yHjBou,*******,*******,*******,*******,*******,*******,anonymous,EN,1,How to save a life,The Fray,5b1542c930d562000155fddc,3,1,3,5,140.245,140.245,140.617,1,2,2,2,5,0,0,181.192,0,2,3,4,4,66,1,1,1,1,1,1,2,2,4,4,4,3,2,3,4,4,3,4,4,5,2,3,4,2,4,3,3,4,2,24,0,2,1,27,12,11,13,3.6666666666666665,0,0,0,0,0,0,1,1
2018-12-05T13:32:44Z,2018-12-05T13:56:47Z,0,*******,100,1443,1,2018-12-05T13:56:47Z,R_3NI2Zvpxul6QjkZ,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Apologize,One Republic,594bc2ffb37e5b0001ef7cd7,3,1,2,1,14.002,14.002,143.166,1,1,1,1,1,6.751,43.19,180.051,3,2,3,3,1,39,2,1,1,1,2,1,2,1,1,2,1,3,2,2,1,1,3,5,2,1,3,5,5,5,3,3,5,3,3,21,0,8,7,35,7,4,9,2,1,0,0,0,1,0,1,0
2018-12-05T13:51:39Z,2018-12-05T14:06:45Z,0,*******,100,906,1,2018-12-05T14:06:46Z,R_3n8xi8AVelDf0F1,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Redemption Blues,Miracle of sound,5bbfdc2431e5760001b2dd4b,1,1,1,1,5.419,147.898,148.46,10,1,2,3,1,0,0,180.006,0,1,2,3,2,29,2,1,2,1,1,1,2,2,2,1,2,3,3,2,3,3,1,1,3,3,1,1,1,3,1,1,1,1,1,21,0,3,1,11,4,7,8,2.25,1,0,1,0,0,0,1,1
2018-12-05T13:57:58Z,2018-12-05T14:08:29Z,0,*******,100,631,1,2018-12-05T14:08:29Z,R_2uBYOHrztEwGHUM,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Goodbye,2NE1,5a63ef1d35f26b0001492792,5,1,2,2,0,0,140.691,0,6,1,3,1,0,0,180.012,0,6,2,4,1,0,1,1,1,2,1,1,1,2,4,5,5,5,5,1,5,5,1,2,5,5,4,4,4,3,5,3,4,5,2,22,1,6,1,34,10,11,13,4,0,0,0,1,0,0,0,1
2018-12-05T14:06:37Z,2018-12-05T14:19:49Z,0,*******,100,791,1,2018-12-05T14:19:49Z,R_yQiuVq503lNGlSp,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Coat of many Colors,Dolly Parton,5bf204dd9d8db10001751b47,1,1,1,1,0,0,150.552,0,1,1,2,1,120.084,120.501,180.089,2,1,1,3,1,9,2,1,2,1,1,1,2,2,2,4,4,4,2,2,2,5,5,4,4,2,1,1,1,3,1,1,1,4,1,19,1,5,1,14,4,5,6,3.3333333333333335,1,0,1,0,0,0,1,1
2018-12-05T14:05:09Z,2018-12-05T14:25:05Z,0,*******,100,1196,1,2018-12-05T14:25:06Z,R_3HODtDg87VHQpEg,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Danny boy,The pogues,5bf30d273b6cdc00010f2a9c,5,2,2,2,144.177,144.177,144.68,1,5,3,4,1,0.945,30.331,180.048,7,1,4,3,1,20,2,1,1,2,1,1,2,2,2,4,1,4,4,2,4,4,3,4,4,4,1,1,2,1,2,1,1,1,1,22,1,1,2,11,11,13,9,3.3333333333333335,1,0,0,1,0,0,1,1
2018-12-05T14:34:16Z,2018-12-05T14:42:43Z,0,*******,100,507,1,2018-12-05T14:42:44Z,R_1DAr2hgYEDR9fJL,*******,*******,*******,*******,*******,*******,anonymous,EN,1,numb,linkin park,saisamb,7,3,7,7,0,0,139.58,0,7,5,7,7,0,0,181.16,0,7,7,7,7,82,2,1,1,1,1,1,2,2,3,4,5,5,5,1,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,19,0,8,3,45,24,26,28,3.75,1,0,0,0,0,0,1,1
2018-12-05T15:33:55Z,2018-12-05T15:42:36Z,0,*******,100,520,1,2018-12-05T15:42:36Z,R_6Eag2RBVmGtsodH,*******,*******,*******,*******,*******,*******,anonymous,EN,1,star shopping,lil peep,5acb33fd436f55000100151f,7,1,6,7,122.157,126.413,130.9,2,7,2,6,7,0,0,180.007,0,7,4,7,7,85,2,2,2,1,2,1,2,2,5,5,5,5,5,1,4,5,1,1,5,5,5,1,2,3,5,5,2,1,1,23,0,8,1,25,21,22,25,3.9166666666666665,1,1,1,0,1,0,1,1
2018-12-05T15:30:30Z,2018-12-05T15:45:26Z,0,*******,100,895,1,2018-12-05T15:45:26Z,R_2S6OMewDWedRfNw,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yes I’m Changing,Tame Impala,597b36cd09bdcf000153fca6,5,1,5,6,33.57,108.291,135.072,20,6,3,5,6,31.258,168.536,180.099,9,6,3,6,6,76,2,1,1,1,1,1,2,2,5,5,5,5,5,2,5,5,2,1,4,5,4,5,5,5,5,5,4,4,2,23,0,4,3,39,17,20,21,4.083333333333333,1,0,0,0,0,0,1,1
2018-12-05T15:35:16Z,2018-12-05T15:47:19Z,0,*******,100,723,1,2018-12-05T15:47:20Z,R_24e0VoIT6IiiPPO,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Lay it on me,Vance Joy,5b98f5957af36d0001ff0294,3,1,3,4,65.665,65.665,139.794,1,4,2,4,4,0,0,181.028,0,3,1,3,3,30,2,1,1,1,2,2,2,2,4,4,4,4,4,2,4,4,1,2,4,4,3,4,4,4,4,4,3,4,3,21,1,2,1,33,11,14,10,3.4166666666666665,1,0,0,0,1,1,1,1
2018-12-05T15:48:18Z,2018-12-05T16:01:10Z,0,*******,100,771,1,2018-12-05T16:01:10Z,R_2Soc1sIf5nq8Dao,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Passing Afternoon,Iron And Wine,53978ce2fdf99b18359a2dce,2,1,2,2,3.072,140.12,141.061,17,2,1,3,2,123.325,170.016,180.073,4,3,2,4,3,85,2,2,2,1,1,1,2,2,4,4,4,5,4,2,5,4,1,2,4,4,5,3,4,3,5,5,5,4,2,24,1,2,4,36,7,8,12,3.5833333333333335,1,1,1,0,0,0,1,1
2018-12-05T15:54:04Z,2018-12-05T16:04:26Z,0,*******,100,621,1,2018-12-05T16:04:26Z,R_3eqptwUySumYLS6,*******,*******,*******,*******,*******,*******,anonymous,EN,1,candle in the wind,elton john,5bfb235518430e0001867abd,1,1,1,1,20.246,20.246,220.843,1,3,5,5,5,0,0,180.007,0,4,5,6,2,29,1,2,1,1,1,1,2,1,4,4,4,5,5,2,4,4,1,1,4,4,5,5,5,5,5,5,4,5,5,25,0,4,3,44,4,18,17,3.5,0,1,0,0,0,0,1,0
2018-12-05T16:17:40Z,2018-12-05T16:27:54Z,0,*******,100,614,1,2018-12-05T16:27:55Z,R_3EGMvz2fdQUOXuh,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Bring him home,Les mis,5bd0c878be717d000118de34,2,1,2,2,0,0,141.464,0,2,4,4,2,47.384,174.41,180.127,10,2,3,3,2,39,1,1,1,2,1,1,2,2,4,4,4,4,4,2,4,4,1,1,4,4,4,4,4,4,4,3,3,4,4,25,1,2,3,34,7,12,10,3.3333333333333335,0,0,0,1,0,0,1,1
2018-12-05T16:17:08Z,2018-12-05T16:30:01Z,0,*******,100,772,1,2018-12-05T16:30:01Z,R_1HQz45jqWRYoyVH,*******,*******,*******,*******,*******,*******,anonymous,EN,1,The cinematic orchestra - to build a house,The cinematic orchestra,5bfcf9bedacca4000135b371,1,1,2,1,145.698,145.698,146.837,1,1,2,2,1,0,0,180.028,0,2,1,3,3,13,1,2,1,1,1,1,2,2,2,2,1,3,1,3,1,4,3,3,3,3,1,1,1,3,1,4,3,3,2,23,0,8,1,19,5,6,9,2.4166666666666665,0,1,0,0,0,0,1,1
2018-12-05T16:20:39Z,2018-12-05T16:31:18Z,0,*******,100,638,1,2018-12-05T16:31:18Z,R_2VknAHP8loxrxFI,*******,*******,*******,*******,*******,*******,anonymous,EN,1,bon iver holocene,bon iver,5664b80b4ef50400127da023,3,2,3,3,196.564,196.564,197.715,1,2,2,2,2,0,0,181.093,0,2,2,3,2,62,2,1,1,1,1,1,2,2,4,4,4,4,4,3,4,4,2,2,3,3,4,4,4,4,4,3,4,4,4,23,1,3,1,35,11,8,9,3.4166666666666665,1,0,0,0,0,0,1,1
2018-12-05T16:10:21Z,2018-12-05T16:32:42Z,0,*******,100,1341,1,2018-12-05T16:32:43Z,R_3Ph8660gH5MLA6E,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Rock abye baby,Clean bandit,59e6fed06100f9000194a668,2,1,4,3,2.38,672.728,673.397,6,3,1,3,2,151.818,151.818,180.216,1,6,1,6,6,75,2,1,1,1,1,1,2,2,5,5,5,5,5,1,5,5,1,1,4,5,5,4,5,5,5,5,5,5,3,25,1,3,3,42,10,9,19,3.9166666666666665,1,0,0,0,0,0,1,1
2018-12-05T16:25:49Z,2018-12-05T16:38:53Z,0,*******,100,783,1,2018-12-05T16:38:54Z,R_5p9Gsb47GNMl1h7,*******,*******,*******,*******,*******,*******,anonymous,EN,1,The Axis,Thee Oh Sees,577f04836475d400015a8228,3,2,3,4,0,0,148.042,0,2,2,4,2,0,0,180.016,0,3,2,4,4,30,2,1,1,1,1,1,1,2,5,4,5,4,4,2,4,4,1,2,5,5,2,3,4,5,4,2,4,2,1,24,0,2,6,27,12,10,13,3.75,1,0,0,0,0,0,0,1
2018-12-05T16:39:40Z,2018-12-05T16:50:30Z,0,*******,100,649,1,2018-12-05T16:50:30Z,R_0Gpuw8CjBsiYDy9,*******,*******,*******,*******,*******,*******,anonymous,EN,1,See you again,Wiz khalifa,5b75daa7960d2300015fcb8b,3,3,4,5,0.185,151.942,152.982,8,4,4,5,4,0.254,10.189,181.823,5,3,3,5,4,63,1,1,2,2,1,1,2,2,4,4,4,4,3,2,4,3,2,4,4,4,4,4,3,3,3,3,4,4,4,18,0,2,1,32,15,17,15,3.5,0,0,1,1,0,0,1,1
2018-12-05T16:46:38Z,2018-12-05T17:09:48Z,0,*******,100,1390,1,2018-12-05T17:09:49Z,R_5sCd9679sHpCk2l,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Laughing at God,regina Spector,5b5a0ed1e56aea000118ad3a,1,1,1,1,14.869,14.869,160.19,1,1,2,2,1,0,0,184.069,0,4,5,4,2,69,1,2,1,2,1,1,2,2,4,4,4,4,4,2,4,4,2,2,4,5,2,1,1,1,4,4,4,2,1,24,1,3,4,20,4,6,15,3.5833333333333335,0,1,0,1,0,0,1,1
2018-12-05T16:54:44Z,2018-12-05T17:13:50Z,0,*******,100,1146,1,2018-12-05T17:13:50Z,R_1EhsugXlTQkWqzJ,*******,*******,*******,*******,*******,*******,anonymous,EN,1,No one,Alicia keys,54fd9fe9fdf99b72edc358dc,2,1,2,1,0,0,141.933,0,2,2,3,1,13.268,13.712,180.078,2,2,2,2,1,82,2,1,1,1,1,1,2,2,4,4,4,4,5,2,4,4,2,4,4,4,4,4,4,4,4,4,5,4,4,24,1,2,1,37,6,8,7,3.75,1,0,0,0,0,0,1,1
2018-12-05T17:03:11Z,2018-12-05T17:15:54Z,0,*******,100,762,1,2018-12-05T17:15:54Z,R_3IZiUmBedvwvKJw,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Dying in LA,Panic at the disco,5b2387f1a8090c0001e61c78,4,1,2,1,0,0,149.186,0,2,2,3,1,71.581,165.409,180.086,2,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,3,4,4,3,3,3,3,4,3,4,4,3,4,4,4,4,4,25,0,3,4,34,8,8,7,2.75,NA,NA,NA,NA,NA,NA,NA,NA
2018-12-05T16:53:16Z,2018-12-05T17:16:12Z,0,*******,100,1376,1,2018-12-05T17:16:13Z,R_1obDAPT0Vf9zsg6,*******,*******,*******,*******,*******,*******,anonymous,EN,1,The last night,Skillet,5a7dc159000dab00018c5a06,1,1,1,1,144.192,144.192,146.38,1,2,4,5,3,6.794,95.232,180.145,5,3,3,4,3,81,1,1,1,1,1,1,1,1,4,4,4,5,4,2,4,4,1,2,4,5,5,5,5,5,5,5,5,5,5,25,1,3,4,45,4,14,13,3.5833333333333335,0,0,0,0,0,0,0,0
2018-12-05T17:03:32Z,2018-12-05T17:17:11Z,0,*******,100,818,1,2018-12-05T17:17:11Z,R_1ptwFvmX2wJbUEu,*******,*******,*******,*******,*******,*******,anonymous,EN,1,A Star is Born song,Lady Gaga,5adf64065f327e0001fb8278,2,1,3,2,247.669,247.669,249.858,1,5,6,6,4,0,0,180.124,0,3,5,6,4,92,2,1,2,1,1,1,2,2,4,2,4,4,4,2,4,4,4,2,4,4,3,2,4,2,4,4,3,4,4,25,1,3,1,30,8,21,18,3.5,1,0,1,0,0,0,1,1
2018-12-05T17:04:51Z,2018-12-05T17:20:10Z,0,*******,100,918,1,2018-12-05T17:20:10Z,R_1mIXNasLELhyN9N,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Baby,The Rose,5b6d9809f920b50001b6edfd,1,1,1,1,147.069,147.069,147.542,1,2,3,5,1,0,0,180.149,0,3,3,4,2,71,2,1,2,1,1,1,2,2,2,1,5,5,5,1,5,5,1,1,5,5,1,1,1,1,1,1,1,1,1,18,1,1,1,9,4,11,12,3.4166666666666665,1,0,1,0,0,0,1,1
2018-12-05T17:12:20Z,2018-12-05T17:21:45Z,0,*******,100,564,1,2018-12-05T17:21:45Z,R_1eKVVi6hge9dkKS,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Sad,Xxxtentaction,5ba8a1ddc16a9c0001497a24,3,4,5,5,0,0,137.238,0,3,5,6,2,100.45,179.103,180.115,32,5,4,6,2,75,2,1,2,1,1,1,2,2,2,4,1,4,4,2,4,4,5,3,2,2,2,1,3,2,4,4,1,3,2,22,0,3,2,22,17,16,17,3.0833333333333335,1,0,1,0,0,0,1,1
2018-12-05T17:14:51Z,2018-12-05T17:28:09Z,0,*******,100,798,1,2018-12-05T17:28:10Z,R_Qfxv03ER8Sabf8J,*******,*******,*******,*******,*******,*******,anonymous,EN,1,chasing cars,snow patrol,5bfb196e975ee00001699dcf,1,2,4,2,0,0,140.438,0,4,5,6,4,57.256,57.256,182.088,1,6,5,6,6,61,2,1,1,1,2,1,2,2,5,5,5,5,5,1,5,4,1,1,4,5,3,4,4,3,4,5,1,5,2,25,1,3,1,31,9,19,23,3.8333333333333335,1,0,0,0,1,0,1,1
2018-12-05T17:17:35Z,2018-12-05T17:28:10Z,0,*******,100,634,1,2018-12-05T17:28:10Z,R_3hnYpgwWiwRAht3,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Wicked Game,Chris Isaak,5b38fa72dd6af000014cf56a,2,1,3,4,0,0,189.805,0,4,6,6,5,0,0,180.027,0,2,1,2,3,31,2,1,2,1,2,1,2,2,4,4,4,4,4,2,4,4,2,2,4,4,2,2,2,4,2,2,2,4,2,21,1,3,1,22,10,21,8,3.5,1,0,1,0,1,0,1,1
2018-12-05T17:17:13Z,2018-12-05T17:28:40Z,0,*******,100,687,1,2018-12-05T17:28:40Z,R_2DP3BBDpJ0hBJPu,*******,*******,*******,*******,*******,*******,anonymous,EN,1,The edges,Catherine mcgrath,5afefe720d501200018bba23,4,1,5,4,0,0,139.815,0,4,3,5,4,0,0,180.209,0,5,2,6,5,65,2,1,1,2,1,1,2,1,2,1,2,2,1,5,1,2,4,4,2,1,4,4,4,3,4,4,3,2,1,24,1,3,1,29,14,16,18,2.25,1,0,0,1,0,0,1,0
2018-12-05T17:19:17Z,2018-12-05T17:34:17Z,0,*******,100,899,1,2018-12-05T17:34:17Z,R_10ShswUBmyieO4U,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Chanel,Frank Ocean,5ba177f1a4ff4e00017327bf,1,1,2,2,154.535,154.535,155.237,1,1,1,1,1,5.21,116.577,180.066,3,1,1,2,1,18,2,1,2,1,2,1,1,2,3,4,2,4,3,2,3,4,4,2,4,2,5,5,5,5,5,5,2,5,2,18,1,3,1,39,6,4,5,3.0833333333333335,1,0,1,0,1,0,0,1
2018-12-05T17:20:03Z,2018-12-05T17:37:01Z,0,*******,100,1017,1,2018-12-05T17:37:02Z,R_wTQMONc5W3EpZS1,*******,*******,*******,*******,*******,*******,anonymous,EN,1,the scientist,coldplay,5b534b71ede1fe0001041c06,2,1,1,1,0,0,149.336,0,2,2,4,1,0,0,180.122,0,2,2,3,1,40,1,1,2,1,1,1,2,2,4,5,5,5,4,2,5,4,1,2,5,5,2,2,2,2,2,2,2,2,2,22,1,2,3,18,5,9,8,3.9166666666666665,0,0,1,0,0,0,1,1
2018-12-05T17:31:38Z,2018-12-05T17:42:20Z,0,*******,100,641,1,2018-12-05T17:42:20Z,R_1gtGM0h7G6Zpkgh,*******,*******,*******,*******,*******,*******,anonymous,EN,1,My heart will go on,Celine Dion,5ba8b89d9629a90001b3fd13,1,1,2,1,176.059,176.059,177.007,1,1,2,2,1,6.804,9.788,180.027,4,1,1,2,1,61,2,1,2,1,1,1,2,2,4,4,4,5,4,1,4,4,1,1,4,4,2,2,2,2,3,4,4,4,2,23,1,3,3,25,5,6,5,3.3333333333333335,1,0,1,0,0,0,1,1
2018-12-05T17:35:43Z,2018-12-05T17:45:52Z,0,*******,100,609,1,2018-12-05T17:45:52Z,R_1H5n74xKb9YEi6N,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Happier,Ed Sheeran,5be86d1332e63c0001172bd0,1,1,2,1,140.117,140.117,143.033,1,1,4,6,4,3.567,168.845,180.032,8,5,3,5,5,90,2,1,1,1,1,1,2,2,4,4,4,4,4,2,4,4,2,2,4,4,5,4,5,5,5,5,5,5,4,24,1,3,4,43,5,15,18,3.5,1,0,0,0,0,0,1,1
2018-12-05T17:27:25Z,2018-12-05T17:47:04Z,0,*******,100,1179,1,2018-12-05T17:47:04Z,R_YSVGqngYtxmJsAx,*******,*******,*******,*******,*******,*******,anonymous,EN,1,The Nights,Avicci,5c01991bc2a14c00017a2da5,1,1,2,4,0,0,142.954,0,5,6,6,4,3.332,19.843,180.065,10,2,3,5,2,31,1,1,2,1,1,1,2,2,4,4,5,5,4,2,1,2,4,5,3,2,5,5,5,4,5,4,5,4,2,20,0,3,1,39,8,21,12,3.4166666666666665,0,0,1,0,0,0,1,1
2018-12-05T17:42:00Z,2018-12-05T17:53:16Z,0,*******,100,675,1,2018-12-05T17:53:17Z,R_10C2GH0Dsy00uAh,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Rock and roll suicide,David Bowie,5b1eb5363522660001b4610e,4,3,3,2,140.893,140.893,141.7,1,5,3,5,3,10.366,111.407,180.128,2,5,2,5,4,78,2,2,2,1,1,1,2,2,4,4,4,4,4,2,4,4,2,2,4,4,2,2,2,2,4,2,2,3,2,25,1,3,5,21,12,16,16,3.5,1,1,1,0,0,0,1,1
2018-12-05T17:42:46Z,2018-12-05T17:54:36Z,0,*******,100,709,1,2018-12-05T17:54:36Z,R_1FaBiplRhxzRFIu,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Suddenly I see,KT Tunstall,5bed95eb18e9370001316457,2,1,2,2,144.815,144.815,145.45,1,2,3,5,1,7.518,135.659,180.048,4,2,2,3,1,84,2,1,1,1,1,2,2,2,2,5,5,4,5,1,5,5,1,2,5,4,5,4,3,3,5,5,4,5,1,20,1,3,1,35,7,11,8,3.6666666666666665,1,0,0,0,0,1,1,1
2018-12-05T17:50:53Z,2018-12-05T18:01:01Z,0,*******,100,607,1,2018-12-05T18:01:01Z,R_1ilA82aG6NqDwmv,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Wake me up when September ends,Green Day,59f8656dda08940001d4eb12,1,1,1,1,0,0,143.934,0,1,1,1,1,0,0,180.113,0,2,1,1,2,12,2,1,1,1,2,1,2,2,4,4,4,4,4,2,4,4,1,2,4,4,2,3,3,4,4,4,1,5,1,25,0,4,3,27,4,4,6,3.4166666666666665,1,0,0,0,1,0,1,1
2018-12-05T17:50:55Z,2018-12-05T18:01:03Z,0,*******,100,607,1,2018-12-05T18:01:03Z,R_12PUVr32Pj37aWe,*******,*******,*******,*******,*******,*******,anonymous,EN,1,To Build a Home,The Cinematic Orchestra,5c06be3ab65da90001a8dc49,1,1,2,1,43.674,43.674,150.741,1,4,4,5,4,0,0,180.008,0,4,4,5,5,72,2,1,1,1,2,1,2,2,4,5,5,5,4,2,4,5,1,1,5,5,5,5,5,4,5,5,3,4,2,24,1,5,3,38,5,17,18,3.8333333333333335,1,0,0,0,1,0,1,1
